method,t,n,ef,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
sopt,0.1,2,0.9999,17,53,13,95,5.648111,13.723948,4.15884,2.31581e-05,0.00317968,0.000333244
clssopt,0.1,2,0.9999,17,53,13,100,4.508740,26.353059,4.55219,2.43441e-05,0.00377933,0.000327921
sopt,0.1,2,0.9999,17,53,13,100,4.307470,13.154773,4.23446,2.32833e-05,0.00322566,0.000334744
clssopt,0.1,2,0.9999,17,53,13,105,4.690839,30.145701,4.66039,2.41947e-05,0.00385902,0.000323057
sopt,0.1,2,0.9999,17,53,13,105,5.560276,14.040188,4.35498,2.32399e-05,0.00320893,0.000335077
clssopt,0.1,2,0.9999,17,53,13,110,4.988368,25.145183,4.9092,2.42898e-05,0.00386236,0.000324596
sopt,0.1,2,0.9999,17,53,13,110,5.612694,16.270272,4.72232,2.33783e-05,0.0032031,0.000334727
clssopt,0.1,2,0.9999,17,53,13,115,4.399465,24.882535,5.07187,2.43391e-05,0.00376719,0.000324377
sopt,0.1,2,0.9999,17,53,13,115,5.655213,13.319727,4.73663,2.33063e-05,0.00321245,0.000331985
clssopt,0.1,2,0.9999,17,53,13,120,4.216993,22.569818,5.0088,2.51214e-05,0.00388853,0.000334056
sopt,0.1,2,0.9999,17,53,13,120,5.654163,14.470560,4.93578,2.28136e-05,0.00305616,0.000335497
clsqdeim,0.1,2,0.9999,17,53,13,5,12.729180,82.862610,2.69486,5.83713e-05,0.0061251,0.000659388
qdeim,0.1,2,0.9999,17,53,13,5,13.341079,62.854969,2.70467,2.97991e-05,0.00595996,0.000466845
clsqdeim,0.1,2,0.9999,17,53,13,10,9.763754,85.082494,2.92034,6.75742e-05,0.00657734,0.000834403
qdeim,0.1,2,0.9999,17,53,13,10,7.712783,46.279271,3.05992,3.28583e-05,0.00492169,0.000541229
clsqdeim,0.1,2,0.9999,17,53,13,15,7.217541,73.168658,3.26024,7.62013e-05,0.00666117,0.00115371
qdeim,0.1,2,0.9999,17,53,13,15,6.810073,29.381710,3.16357,2.95364e-05,0.00510269,0.000426228
clsqdeim,0.1,2,0.9999,17,53,13,20,6.232512,40.212994,3.82455,8.39814e-05,0.0075425,0.00128298
qdeim,0.1,2,0.9999,17,53,13,20,5.592010,26.045227,3.4738,2.52635e-05,0.00453201,0.00050127
clsqdeim,0.1,2,0.9999,17,53,13,25,5.489364,41.564688,4.11235,7.71829e-05,0.00742624,0.00109437
qdeim,0.1,2,0.9999,17,53,13,25,5.301438,22.647795,3.66875,2.8952e-05,0.00498487,0.000424198
clsqdeim,0.1,2,0.9999,17,53,13,30,4.691298,40.086887,7.30188,6.8663e-05,0.00629806,0.000846558
qdeim,0.1,2,0.9999,17,53,13,30,5.237932,22.359189,4.34438,2.6363e-05,0.00493578,0.000469795
clsqdeim,0.1,2,0.9999,17,53,13,35,4.911610,45.112447,4.45681,6.84001e-05,0.00663764,0.00082884
qdeim,0.1,2,0.9999,17,53,13,35,4.602841,19.104808,4.44401,2.67936e-05,0.00456247,0.000410474
clsqdeim,0.1,2,0.9999,17,53,13,40,4.262729,28.055469,4.70197,6.1085e-05,0.00621495,0.000686063
qdeim,0.1,2,0.9999,17,53,13,40,3.913654,15.834027,4.7251,2.72373e-05,0.00457543,0.000406719
clsqdeim,0.1,2,0.9999,17,53,13,45,3.968799,38.697805,4.5416,6.15841e-05,0.00624494,0.000692337
qdeim,0.1,2,0.9999,17,53,13,45,3.809248,13.690244,4.47661,2.59066e-05,0.00443966,0.000383137
clsqdeim,0.1,2,0.9999,17,53,13,50,3.805343,30.878402,4.51621,5.78645e-05,0.00612818,0.00061142
qdeim,0.1,2,0.9999,17,53,13,50,3.209914,15.352737,4.44497,2.90651e-05,0.00422396,0.00038907
clsqdeim,0.1,2,0.9999,17,53,13,55,4.080077,29.006156,4.73825,5.80435e-05,0.00633425,0.000620828
qdeim,0.1,2,0.9999,17,53,13,55,3.514145,18.180334,4.42581,3.09596e-05,0.00414071,0.000496397
clsqdeim,0.1,2,0.9999,17,53,13,60,4.038416,29.566368,14.3794,5.76409e-05,0.00637018,0.000605745
qdeim,0.1,2,0.9999,17,53,13,60,3.568850,18.922742,4.44867,2.93338e-05,0.00395402,0.000438698
clsqdeim,0.1,2,0.9999,17,53,13,65,8.122884,23.797552,4.90594,5.71075e-05,0.00607164,0.000608981
qdeim,0.1,2,0.9999,17,53,13,65,4.709249,21.986773,4.41645,2.61439e-05,0.00396624,0.000404675
clsqdeim,0.1,2,0.9999,17,53,13,70,3.727167,20.574609,4.89697,5.28962e-05,0.00544987,0.00050877
qdeim,0.1,2,0.9999,17,53,13,70,3.360802,20.327067,4.40215,2.73695e-05,0.00385506,0.000411375
clsqdeim,0.1,2,0.9999,17,53,13,75,3.483516,24.539252,4.70867,5.41735e-05,0.00517835,0.000848349
qdeim,0.1,2,0.9999,17,53,13,75,3.275121,17.397879,4.37937,2.66879e-05,0.00389214,0.000375673
clsqdeim,0.1,2,0.9999,17,53,13,80,2.792864,28.114445,4.76677,4.44223e-05,0.00509518,0.000575957
qdeim,0.1,2,0.9999,17,53,13,80,3.104107,20.936119,4.48682,2.72831e-05,0.00383364,0.00042654
clsqdeim,0.1,2,0.9999,17,53,13,85,2.634232,27.434238,5.1897,4.31927e-05,0.00506798,0.000629777
qdeim,0.1,2,0.9999,17,53,13,85,3.220409,17.343993,4.49349,2.87325e-05,0.00377938,0.000433497
clsqdeim,0.1,2,0.9999,17,53,13,90,2.920929,23.854888,4.80622,4.13286e-05,0.00470407,0.000471748
qdeim,0.1,2,0.9999,17,53,13,90,2.878334,17.516548,4.46568,2.52048e-05,0.00390059,0.000396102
clsqdeim,0.1,2,0.9999,17,53,13,95,2.975280,26.724286,4.83177,4.23431e-05,0.00464792,0.000554932
qdeim,0.1,2,0.9999,17,53,13,95,3.034295,16.081303,4.41972,2.64094e-05,0.00385398,0.000383188
clsqdeim,0.1,2,0.9999,17,53,13,100,2.654859,24.892460,4.85844,3.86365e-05,0.00444824,0.000569249
qdeim,0.1,2,0.9999,17,53,13,100,3.179799,16.774774,4.39494,2.62035e-05,0.00395521,0.000370149
clsqdeim,0.1,2,0.9999,17,53,13,105,2.696827,26.192727,4.83984,3.88821e-05,0.0044345,0.000573479
qdeim,0.1,2,0.9999,17,53,13,105,3.411824,16.247429,4.42941,2.62355e-05,0.00397536,0.000371093
clsqdeim,0.1,2,0.9999,17,53,13,110,2.562328,26.439654,4.77995,3.77847e-05,0.00438347,0.000547763
qdeim,0.1,2,0.9999,17,53,13,110,3.211233,15.116380,4.4457,2.45349e-05,0.00415554,0.000355473
clsqdeim,0.1,2,0.9999,17,53,13,115,2.740206,23.248618,4.82502,3.94644e-05,0.00442788,0.000493809
qdeim,0.1,2,0.9999,17,53,13,115,2.746250,16.048534,4.49426,2.41292e-05,0.0040399,0.000324293
clsqdeim,0.1,2,0.9999,17,53,13,120,2.919143,25.113069,4.81926,3.59387e-05,0.00428926,0.000510601
qdeim,0.1,2,0.9999,17,53,13,120,3.111382,13.634799,4.39786,2.4532e-05,0.00404556,0.000356679
clssopt,0.1,3,0.99999,17,86,23,5,15.459678,141.151413,3.59806,3.1951e-05,0.00473158,0.000633952
sopt,0.1,3,0.99999,17,86,23,5,24.335560,125.113642,3.61581,3.42909e-05,0.00457403,0.000652638
clssopt,0.1,3,0.99999,17,86,23,10,17.205447,125.631171,3.728,1.90039e-05,0.00246979,0.00088729
sopt,0.1,3,0.99999,17,86,23,10,14.907197,57.742283,3.66083,3.09093e-05,0.00484272,0.000609057
clssopt,0.1,3,0.99999,17,86,23,15,13.536810,74.023978,3.93738,3.13923e-05,0.00432579,0.000629224
sopt,0.1,3,0.99999,17,86,23,15,19.865712,44.670385,5.12063,2.91657e-05,0.0046545,0.000586712
clssopt,0.1,3,0.99999,17,86,23,20,16.077215,79.503795,4.00863,2.84395e-05,0.00387047,0.000551091
sopt,0.1,3,0.99999,17,86,23,20,14.482524,43.918337,4.04514,3.06454e-05,0.0048717,0.000617537
clssopt,0.1,3,0.99999,17,86,23,25,11.167161,74.269514,4.03,2.78246e-05,0.00417666,0.000556858
sopt,0.1,3,0.99999,17,86,23,25,10.128539,40.228882,3.99689,3.06384e-05,0.00502251,0.000621457
clssopt,0.1,3,0.99999,17,86,23,30,11.118766,52.039366,3.97538,2.49713e-05,0.00407177,0.000559507
sopt,0.1,3,0.99999,17,86,23,30,11.141459,35.159813,4.07326,2.16356e-05,0.00176567,0.000905476
clssopt,0.1,3,0.99999,17,86,23,35,10.391842,50.764370,4.14097,2.38333e-05,0.00400541,0.000545545
sopt,0.1,3,0.99999,17,86,23,35,10.371682,29.500130,4.16893,2.10403e-05,0.00176145,0.00084802
clssopt,0.1,3,0.99999,17,86,23,40,8.192284,42.183563,4.21531,2.26266e-05,0.00406467,0.000535896
sopt,0.1,3,0.99999,17,86,23,40,9.296544,24.039035,4.12523,2.07546e-05,0.0025932,0.000767577
clssopt,0.1,3,0.99999,17,86,23,45,8.171623,42.914263,4.27605,2.17418e-05,0.00368534,0.000535524
sopt,0.1,3,0.99999,17,86,23,45,10.701946,24.465448,4.38584,2.2927e-05,0.00246394,0.000842421
clssopt,0.1,3,0.99999,17,86,23,50,7.563691,40.088157,4.4377,2.11818e-05,0.0036195,0.000535145
sopt,0.1,3,0.99999,17,86,23,50,9.038223,25.926330,4.22741,2.04402e-05,0.00319711,0.000878179
clssopt,0.1,3,0.99999,17,86,23,55,7.921767,43.996246,4.34775,1.50794e-05,0.00212343,0.000500825
sopt,0.1,3,0.99999,17,86,23,55,9.794100,20.566582,4.2527,2.06584e-05,0.00227478,0.000912239
clssopt,0.1,3,0.99999,17,86,23,60,6.884837,130.808473,4.07283,2.42436e-05,0.00406331,0.000826212
sopt,0.1,3,0.99999,17,86,23,60,8.383692,19.788580,4.21864,2.19205e-05,0.00258919,0.000796922
clssopt,0.1,3,0.99999,17,86,23,65,7.753835,36.894233,4.2456,1.84918e-05,0.00178917,0.000642321
sopt,0.1,3,0.99999,17,86,23,65,7.528523,18.209157,4.26487,2.22757e-05,0.0032675,0.000780165
clssopt,0.1,3,0.99999,17,86,23,70,7.204241,38.731745,4.15507,2.28824e-05,0.0036495,0.000784281
sopt,0.1,3,0.99999,17,86,23,70,7.847174,18.447460,4.21025,2.22973e-05,0.00242821,0.000769891
clssopt,0.1,3,0.99999,17,86,23,75,6.477713,25.281279,4.14437,2.42981e-05,0.00384466,0.00081811
sopt,0.1,3,0.99999,17,86,23,75,6.970923,16.845267,4.38856,2.30198e-05,0.00223781,0.000830568
clssopt,0.1,3,0.99999,17,86,23,80,7.048738,39.977816,3.96994,2.4886e-05,0.00362442,0.000431046
sopt,0.1,3,0.99999,17,86,23,80,7.831490,13.764762,4.40431,2.08832e-05,0.00214302,0.00118107
clssopt,0.1,3,0.99999,17,86,23,85,6.675440,35.702369,4.40801,1.83782e-05,0.00193927,0.000693398
sopt,0.1,3,0.99999,17,86,23,85,7.507120,18.484428,4.39793,2.0842e-05,0.00217731,0.00118689
clssopt,0.1,3,0.99999,17,86,23,90,6.324632,28.217565,4.0031,2.47613e-05,0.00319243,0.00043546
sopt,0.1,3,0.99999,17,86,23,90,6.493070,17.410053,4.44839,2.23718e-05,0.00294256,0.000842337
clssopt,0.1,3,0.99999,17,86,23,95,6.467436,26.928836,3.95434,2.44301e-05,0.00322733,0.000442178
sopt,0.1,3,0.99999,17,86,23,95,7.097272,21.064103,4.5568,2.20578e-05,0.00295267,0.000827607
clssopt,0.1,3,0.99999,17,86,23,100,6.685827,28.857175,4.18185,2.30151e-05,0.0030241,0.000452501
sopt,0.1,3,0.99999,17,86,23,100,7.773835,17.686571,4.34651,2.21334e-05,0.00307571,0.000825904
clssopt,0.1,3,0.99999,17,86,23,105,8.214087,28.157563,4.21579,2.35837e-05,0.00302147,0.000467834
sopt,0.1,3,0.99999,17,86,23,105,7.779329,16.762591,4.56691,2.17452e-05,0.00304471,0.000836593
clssopt,0.1,3,0.99999,17,86,23,110,7.991410,31.987935,4.19628,2.33091e-05,0.00336841,0.000458386
sopt,0.1,3,0.99999,17,86,23,110,7.441999,18.206278,4.4635,2.11689e-05,0.00192826,0.000773344
clssopt,0.1,3,0.99999,17,86,23,115,9.972485,26.850595,4.28483,2.19613e-05,0.0033601,0.000689802
sopt,0.1,3,0.99999,17,86,23,115,7.413500,14.310872,4.69372,2.01987e-05,0.00217156,0.00085186
clssopt,0.1,3,0.99999,17,86,23,120,7.999508,24.860113,4.45389,1.5195e-05,0.00177089,0.000573977
sopt,0.1,3,0.99999,17,86,23,120,6.802447,13.300192,4.79697,2.00105e-05,0.00178312,0.000829431
